tv,season,episode_number,title,airdate,rating,total_votes,desc,encoded_title
Leyla and Mecnun,2,1,Ramadan Is Coming,"Aug 8, 2011",8.7,338,Leyla is in U.S.A. Mecnun is so depressed about this and he wants to bring her back with Dede's help.,tt1831164
Leyla and Mecnun,2,2,Yozgat,"Aug 15, 2011",8.8,294,Aksakalli Dede is lost. Mecnun wants to find him. He discovers that Leyla is kidnapped. Benjamin makes Mecnun see weird dreams.,tt1831164
Leyla and Mecnun,2,3,Mecnun,"Aug 29, 2011",8.7,296,"Leyla is kidnapped and Mecnun wants to save her. He learns everything was just a game. When he learns everyone was in the game, Mecnun shoots himself in the head.",tt1831164
Leyla and Mecnun,2,4,Beyin,"Aug 29, 2011",8.7,272,Mecnun is in coma. The crew enter Mecnun's subconscious in order to save him.,tt1831164
Leyla and Mecnun,2,5,Nurten'in Yegeni,"Sep 5, 2011",8.4,258,Mecnun suddenly decides to marry Nurten's niece. Everyone is shocked by this decision.,tt1831164
Leyla and Mecnun,2,6,Evlenme,"Sep 12, 2011",8.3,255,Mecnun suddenly changes his mind. He doesn't want to marry Nurten's niece anymore but brothers of the bride force him for marriage.,tt1831164
Leyla and Mecnun,2,7,Uzay,"Sep 19, 2011",8.5,264,"Aliens, who have no feelings, come to the earth to investigate about love. When they see the love between Leyla and Mecnun, they decide to kidnap them.",tt1831164
Leyla and Mecnun,2,8,Baz Istasyonu,"Sep 26, 2011",8.8,277,"The cell site, which Erdal has gotten, causes a big complication in the galactic system. Planets changes their places and because of that some changes happen in the world. Everyone has different personality except Leyla, Mecnun and Ismail.",tt1831164
Leyla and Mecnun,2,9,"Illuzyon Nasil Ki Bir Goz Yanilmasiysa, Ask da Bir Gonul Yanilmasidir","Oct 3, 2011",8.7,274,Leyla eavesdrops a conversation of Mecnun and assumes that Mecnun doesn't want to be with her anymore.,tt1831164
Leyla and Mecnun,2,10,Kimi Vedalarda Hoscakal Denilmez!,"Oct 31, 2011",8.9,310,Zeynep abandons the neighborhood and moves to a different city. Leyla has a big traffic accident.,tt1831164
Leyla and Mecnun,2,11,"Hayat, Damarlarindan Tutup Zorla Icine Ceker Insani","Nov 7, 2011",8.8,269,"Mecnun speaks for the first time, one year after Leyla's death. He still can't accept the truth so he travels through time with Dede in order to save her.",tt1831164
Leyla and Mecnun,2,12,Sari Biyik,"Nov 14, 2011",8.6,242,Leyla's organs were donated by her family. Arda's father kidnaps all the people who has Leyla's organs. He wants to create a Leyla for Arda. Mecnun meets Sedef and Sirin.,tt1831164
Leyla and Mecnun,2,13,Gercek Kesik,"Nov 21, 2011",8.7,256,Ismail sells his organs for money. Mecnun seeks the person who has Leyla's heart. Erdal Bakkal is kidnapped.,tt1831164
Leyla and Mecnun,2,14,Erdal Bakkal ve Ciraklari,"Nov 28, 2011",8.7,256,"Mecnun gets close with Sedef and Sirin. Iskender, Ismail and Yavuz start working in Erdal Bakkal as pupils.",tt1831164
Leyla and Mecnun,2,15,Hayal Kirikliklari Muzesi,"Dec 5, 2011",8.6,243,Mecnun is about to marry Sirin. There are two different Dede. Everyone has a big disappointment.,tt1831164
Leyla and Mecnun,2,16,Askin Formulu,"Nov 12, 2011",8.5,240,There are six unsolved math problems in the world. There is one million dollar reward for each problem. Everyone tries to solve these problems. Mecnun also tries to find the formula of love.,tt1831164
Leyla and Mecnun,2,17,Marduk,"Dec 19, 2011",8.5,239,"A big meteor, which name is Marduk, is about collide with the world. The Maya calendar reaches its last date. Everyone assumes that this is the end of the world. Mecnun and his friends try to stop the world from ending.",tt1831164
Leyla and Mecnun,2,18,Sir,"Dec 26, 2011",8.3,243,Mecnun finds the truth about Sedef's father. Sirin sees Aksakalli Dede in her dream and she wants to find out if Aksakalli Dede is real.,tt1831164
Leyla and Mecnun,2,19,Hosgeldin 2013,"Dec 31, 2011",8.7,281,Mecnun seeks to find the flower of fairy tales. There is a big new year party at Mecnun's house.,tt1831164
Leyla and Mecnun,2,20,Masal Cicegi,"Jan 9, 2012",8.7,291,Mecnun loves Sirin and Sedef loves Mecnun. No one knows what to do about this situation.,tt1831164
Leyla and Mecnun,2,21,Yavuz Nasil Kurtulur?,"Jan 16, 2012",8.6,249,Yavuz gets caught during a robbery and goes to jail. The crew make a plan to save him from the jail.,tt1831164
Leyla and Mecnun,2,22,Okul Yolunda,"Jan 23, 2012",8.5,253,Sedef tells Mecnun that she loves him. Erdal tells the story of how he met Nurten.,tt1831164
Leyla and Mecnun,2,23,Ismail Abi,"Jan 30, 2012",8.6,237,Mecnun and Ismail have an argument. Ismail feels sorry and abandons the neighborhood. No one can find Ismail.,tt1831164
Leyla and Mecnun,2,24,Mecnun'luk Istidadi,"Feb 6, 2012",8.3,223,The flower of fairy tales dries. Mecnun tries to save it.,tt1831164
Leyla and Mecnun,2,25,Talih Kusu,"Feb 13, 2012",8.3,224,Iskender goes to jail. Everyone is frustrated about this situation. The crew make a plan to rescue Iskender while he is threatened in the jail.,tt1831164
Leyla and Mecnun,2,26,Made in Metonya,"Jan 20, 2012",8.4,205,"Mecnun learns that Sedef's old name was Leyla. Yavuz falls in love. Metin has founded a state, which is called Metonya. He gives a big reward for people who want to be a citizen of his country. Erdal goes to Metonya.",tt1831164
Leyla and Mecnun,2,27,Ardadan,"Feb 27, 2012",8.3,218,Mecnun still can't forget Leyla. Arda's father founds a new company called Ardadan. He wants to sell people all the products of the company.,tt1831164
Leyla and Mecnun,2,28,Tarihler Arasi Yolculuk,"Mar 5, 2012",8.7,213,"Mecnun finds a supernatural door in Metonya. When he passes through the door, he travels through time. He goes to a different year, each time he passes the door.",tt1831164
Leyla and Mecnun,2,29,Maske,"Mar 12, 2012",8.5,206,Sedef meets a new guy. The guy helps everybody and everyone loves him. Mecnun is jealous for Sedef.,tt1831164
Leyla and Mecnun,2,30,Who I am?,"Mar 19, 2012",8.4,199,Mecnun tries to know himself better. Yavuz learns that Eylul doesn't love him.,tt1831164
Leyla and Mecnun,2,31,Metaforya,"Mar 26, 2012",8.6,205,Sevim is kidnapped by the king of Metaforya. Metin wants to save his wife with the crew's help.,tt1831164
Leyla and Mecnun,2,32,Paralel Evren,"Apr 2, 2012",8.9,226,"Somehow, Mecnun travels through parallel universes. He sees a different life of himself in each one.",tt1831164
Leyla and Mecnun,2,33,Baba Olmak,"Apr 9, 2012",8.4,192,Nurten is pregnant. Erdal has fears about being a father.,tt1831164
Leyla and Mecnun,2,34,Drakulluk Edene Yaziklar Olsun,"Apr 16, 2012",8.6,210,Dracula comes to Kirecburnu. Everyone turns into a vampire but Mecnun and Iskender. Mecnun wants to end this madness.,tt1831164
Leyla and Mecnun,2,35,Hayalet Avcilari,"Apr 23, 2012",8.5,215,There are some ghosts in the neighborhood. The crew tries to hunt them. Mecnun has to make a decision between Sedef and Sirin.,tt1831164
Leyla and Mecnun,2,36,Mecnun Harikalar Diyarinda,"Apr 30, 2012",8.5,199,Everyone turns into a character from different fairy tales. Mecnun wants to find his princess.,tt1831164
Leyla and Mecnun,2,37,Bela,"May 7, 2012",8.3,185,There are a lot of problems the crew needs to deal.,tt1831164
Leyla and Mecnun,2,38,Ama Babacigim,"May 14, 2012",8.5,195,"Eylul's father is about to die but Eylul doesn't believe him. She thinks that he lies like always. Yavuz, Mecnun, Ismail and Iskender start working at the house of Eylul's father.",tt1831164
Leyla and Mecnun,2,39,Niyetci,"May 21, 2012",8.2,190,Sirin wants to be with Mecnun again. She and Arda's father have some bad plans. They decide to use Ismail for their plans and give him a new job.,tt1831164
Leyla and Mecnun,2,40,Karabasan,"May 28, 2012",8.5,194,Arda's father steals Aksakalli Dede's wand. He wants to make people live in a world of nightmares. The crew tries to get the wand back.,tt1831164
Leyla and Mecnun,2,41,Dagilis,"Jun 4, 2012",8.9,251,"Sedef, Sirin and Eylul abandons the neighborhood. Everyone is so desperate about their relationships.",tt1831164
Leyla and Mecnun,3,1,Donus,"Sep 3, 2012",8.4,290,The crew come back to Kirecburnu. Things have changed in their absence. They want to make everything like they used to be.,tt1831164
Leyla and Mecnun,3,2,Yeni Hayat,"Sep 10, 2012",8.4,251,Mecnun decides to make big changes in his life. He wants to get a job and earn money.,tt1831164
Leyla and Mecnun,3,3,Kabullenis,"Sep 17, 2012",8.2,217,Mecnun starts working in Omer's store. He meets Hidayet.,tt1831164
Leyla and Mecnun,3,4,Seviyorum Be Abi!,"Sep 24, 2012",8.3,197,Mecnun is in depression because he thinks that Leyla loves someone else. Erdal Bakkal is angry because no one goes to his store anymore.,tt1831164
Leyla and Mecnun,3,5,Hukuk,"Oct 1, 2012",8.1,197,Hidayet is in jail. Mecnun wants to save him in order to impress Leyla.,tt1831164
Leyla and Mecnun,3,6,Vay Be,"Oct 8, 2012",8.2,203,Mecnun tries to get close with Leyla but he fails every time. Erdal Bakkal buys a car.,tt1831164
Leyla and Mecnun,3,7,Her Giden Biraz Degisir,"Oct 15, 2012",8.5,211,Pakize comes back from Germany. No one recognizes her but Iskender.,tt1831164
Leyla and Mecnun,3,8,Is Adami,"Oct 22, 2012",8.2,202,There are some misunderstandings in the neighborhood. Ismail Abi finds a new job.,tt1831164
Leyla and Mecnun,3,9,Kelepce,"Oct 29, 2012",8.3,191,Leyla is sick of the troubles that Mecnun causes. She goes to court for this situation and Mecnun gets a punishment. He has to wear an electronic handcuff which gives him a shock if he is around Leyla.,tt1831164
Leyla and Mecnun,3,10,Vicdan,"Nov 5, 2012",8.4,196,There is a voice that can be heard from all around the world and scientists think it comes from Istanbul. Scientists go to Istanbul in order to find out the source of the voice.,tt1831164
Leyla and Mecnun,3,11,Zaman,"Nov 12, 2012",8.7,207,"Mecnun wants to know Leyla better so, he travels through time in order to see her past.",tt1831164
Leyla and Mecnun,3,12,Dilek Tasi,"Nov 19, 2012",8.5,195,Azsakalli Dede is about to die. The crew want to find his family but they find something else. They find a map in a wooden box which shows the place of a wish-stone.,tt1831164
Leyla and Mecnun,3,13,Mecnun ve Is,"Nov 26, 2012",8.6,190,Mecnun and Ismail Abi find a new job. Yavuz meets a new thief.,tt1831164
Leyla and Mecnun,3,14,Rusya,"Dec 3, 2012",8.4,188,Mecnun and Leyla are engaged but Benjamin and Hidayet have another plan.,tt1831164
Leyla and Mecnun,3,15,Arabesk,"Dec 10, 2012",8.3,190,Arabesque is forbidden in the country. Benjamin and Arda's father produce a new drug and start selling it to people. This drug makes people believe in memories that never happened and give them a fake happiness.,tt1831164
Leyla and Mecnun,3,16,Zengin Sinif,"Nov 17, 2012",8.3,179,Leyla and Mecnun start spending time with rich people while Yavuz is getting close with the new thief.,tt1831164
Leyla and Mecnun,3,17,Orhanlar,"Dec 24, 2012",8.3,185,Leyla's company is about to bankrupt. They decide to organize a concert of Orhan Gencebay and hope to make a lot of money with this concert.,tt1831164
Leyla and Mecnun,3,18,Kirecburnu Cakallari,"Dec 31, 2012",8.3,177,Erdal Bakkal creates a website for his store. The crew want to find money for Leyla's company.,tt1831164
Leyla and Mecnun,3,19,Gecmis,"Jan 7, 2013",8.5,208,Erdal Bakkal has weird nightmares. Iskender and Omer are threatened by their past. Mecnun hears voices in his head.,tt1831164
Leyla and Mecnun,3,20,Market,"Jan 14, 2013",8.4,191,There is a big hurricane that is coming to Istanbul. Mecnun and Leyla get stuck in a closed shop.,tt1831164
Leyla and Mecnun,3,21,Ayrilik Korkusu,"Jan 21, 2013",8.5,190,Leyla and Mecnun have nightmares for breaking up with each other. Yavuz discovers something about his past.,tt1831164
Leyla and Mecnun,3,22,Efsaneler,"Jan 28, 2013",8.7,214,Hidayet kidnaps Leyla to a magical place where it can be traveled both to a place and through time by mirrors. Mecnun thinks he can save her with the mirror of King Arthur and he starts searching it.,tt1831164
Leyla and Mecnun,3,23,Ölüm,"Feb 4, 2013",9.0,312,The Death comes to Kirecburnu and he wants to take someone's life before he leaves. The crew have to choose who will die.,tt1831164
Leyla and Mecnun,3,24,Nigde,"Feb 11, 2013",8.3,169,"Leyla and Omer move to Nigde. Mecnun wants to find her address but he can't. Finally, he decides to make spiritual journey in order to find her.",tt1831164
Leyla and Mecnun,3,25,Melül'ün Yolu,"Feb 18, 2013",8.5,176,Melul suddenly dies and everyone thinks that this is a murder. The crew try to find the murderer.,tt1831164
Leyla and Mecnun,3,26,I. Metonya meydan muharebesi,"Feb 25, 2013",8.6,194,Metin stays in Iskender's house and he makes problems for everyone. He doesn't let anyone sleep in the nights and he drinks a lot. Iskender wants to get Metonya back in order to get rid of Metin.,tt1831164
Leyla and Mecnun,3,27,Yavuz'un Vedasi,"Mar 4, 2013",8.8,191,Yavuz gets shot by an arrow. He is in coma. The crew look for someone who can save him.,tt1831164
Leyla and Mecnun,3,28,Dosto Asik Olursa,"Mar 11, 2013",8.3,166,Dosto goes out every night. He doesn't write anymore. He meets a woman in a pub and feels in love. The tree on Omer's head grows.,tt1831164
Leyla and Mecnun,3,29,Yoklugunda,"Mar 18, 2013",8.9,228,Mecnun forgets Leyla's birthday. He wants to find a meaningful present for his apology.,tt1831164
Leyla and Mecnun,3,30,Makine,"Mar 25, 2013",8.4,173,Erdal Bakkal finds a machine under his house. This machine says that the end of the world is coming and the crew only have twenty four hours to stop it.,tt1831164
Leyla and Mecnun,3,31,Gelecek,"Apr 1, 2013",8.4,177,"Leyla and Mecnun find themselves in 4000 after the machine explodes. The crew travel to future in order to find them but they go to wrong year. They are in 3000. In both years, there is a man called the shadow who controls the world.",tt1831164
Leyla and Mecnun,3,32,Anne,"Apr 8, 2013",8.2,162,Iskender has a heart attack. Mecnun starts driving taxi instead of his dad. He meets a mysterious old woman.,tt1831164
Leyla and Mecnun,3,33,Sans,"Apr 15, 2013",8.3,175,Hidayet's mother and Hidayet start living together. There is a girl in the neighborhood and she doesn't speak at all. She just smiles and brings luck to person she is smiling to.,tt1831164
Leyla and Mecnun,3,34,Fedakarlik,"Apr 22, 2013",8.3,171,Iskender loses his house because of his debts. They can't find anywhere to stay so they go to a park. Erdal Bakkal steals Dosto's laptop. Hidayet's mother try to know Leyla better.,tt1831164
Leyla and Mecnun,3,35,"Seviyorsan Üzme, Sevmiyorsan Oynama","Apr 29, 2013",8.5,179,"Erdal, Yavuz and Metin are in madhouse. They escape from there and start rebellion against sanity and its supporters. Leyla finds a job but she gets fired because of Mecnun. Iskender is sick and tired of troubles Mecnun makes for Leyla.",tt1831164
Leyla and Mecnun,3,36,Kill Bilal,"May 6, 2013",8.3,172,Mecnun breaks up with Leyla and he wants to find a new girlfriend in order to forget her. Erdal Bakkal continues his rebellion against sanity. Hidayet's mother chases a man called Bilal.,tt1831164
Leyla and Mecnun,3,37,Tom Waits,"May 13, 2013",8.4,186,"Hidayet is in coma. The doctor tries everything to save him. Leyla makes a big deal with a company. If she can organize a concert of Tom Waits, she will get lots of money and this means she can save her own company.",tt1831164
Leyla and Mecnun,3,38,Kahramanlik,"May 20, 2013",8.4,174,Mecnun thinks that Leyla woos Hidayet because everyone believes Hidayet is a hero. Mecnun wants to prove that he is hero too and he saved the world before. Arda's father has some bad plans to take control of the world.,tt1831164
Leyla and Mecnun,3,39,Kireçburnu'nun 100. Kurtulus Yili,"May 27, 2013",8.8,220,Hidayet is in coma again. The doctor needs papers from a century ago to heal Hidayet. Menun travels back in time in order to get these papers from the doctor's grandfather before he destroys them.,tt1831164
Leyla and Mecnun,3,40,Para Kazanmak,"Jun 3, 2013",8.6,191,Mecnun thinks that nobody respects him. He talks about this situation with Metin and he decides to get a job and listen Metin's advice. Suna is chased by her past.,tt1831164
Leyla and Mecnun,3,41,Falci,"Jun 10, 2013",8.9,223,Leyla and Mecnun have some concerns about the future of their relationship. They want to know if they will still be together in the future. They travel to future separately to find the answer. Leyla is shocked by what she saw.,tt1831164
Leyla and Mecnun,3,42,Giden Döner mi?,"Jun 17, 2013",9.4,309,Leyla and Mecnun decide to go to another place to make a new start. Yavuz and Eylul are getting married. Gotik Leyla meets someone. A surprise is on the way for Erdal Bakkal.,tt1831164
Leyla and Mecnun,3,43,"Bir Hikayeyi Sonlandirmak, Bir Hikayeyi Baslatmaktan Daha Zordur","Jan 29, 2014",9.0,287,We take a look at the times right after Leyla's death. Mecnun doesn't speak at all. Yavuz tries to hold on to life in the jail. Erdal Bakkal makes plans for a short vacation with his family.,tt1831164
Leyla and Mecnun,4,1,Yeniden,"Sep 3, 2021",9.5,684,"Iskender takes Mecnun who has been unconscious for 8 years to the hospital. Just before the diagnosis, White Bearded Grandpa shows up to aid Mecnun.",tt1831164
Leyla and Mecnun,4,2,Unutulan Bir Daha Hatirlanmaz,"Sep 10, 2021",9.1,284,"After Leyla and Mecnun meet, Mecnun opens his eyes in a new desert; The White Room. Now he has one target ahead. He is going to stop Berk from marrying his fiance Leyla and keep their (Mecnun and Iskender's) house for themselves.",tt1831164
Leyla and Mecnun,4,3,Tarihin Arka Kapisi,"Sep 17, 2021",9.2,258,"Breaking the unique Chinese vase, which has only 17 more of them, Mecnun now will go to China in 16th century to find and bring one.",tt1831164
Leyla and Mecnun,4,4,Gonul Isleri,"Sep 24, 2021",8.8,220,"Leyla got the house from Mecnun and now Mecnun, Iskender and White Beard Grandpa start living in a tent. Mecnun goes through a dilemma and something unexpected happens.",tt1831164
Leyla and Mecnun,4,5,Kotuluk Yolu,"Oct 1, 2021",9.3,254,"Leyla in the White Room is kidnapped by Incubus. Leyla on Earth gets Mecnun's tent demolished. Mecnun, accompanied by a big gang, heads for the source of the evil.",tt1831164
Leyla and Mecnun,4,6,Deliler,"Oct 8, 2021",8.9,147,"Mecnun helps Leyla organize an exhibition at the mental hospital. Iskender, Erdal and Yavuz also fell into a mental hospital for various reasons; the team gathers in the mental hospital.",tt1831164
Leyla and Mecnun,4,7,Yalan Dolan,"Oct 15, 2021",9.0,146,"While trying to learn about Leyla past, Mecnun is trapped by Leyla and finds himself in a situation he does not want.",tt1831164
Leyla and Mecnun,4,8,Her Insan Bir Alemdir,"Oct 22, 2021",7.8,167,"The team embarks on an adventure together to bring out the good in Leyla. Thanks to Kaan, Erdal gets success and money, but this time Iskender steps in.",tt1831164
Leyla and Mecnun,4,9,Enerji,"Oct 29, 2021",8.5,104,"After Leyla was rescued, her good and bad sides were separated. With this encounter, Maraz is born and disrupts the order of the world. While Mecnun is in love with Good Leyla, Bad Leyla makes everyone's life miserable.",tt1831164
Leyla and Mecnun,4,10,Yeni Baslangiclar,"Nov 5, 2021",7.8,103,Just as Mecnun was hopeful that he would have a future with Leyla but he learned that he had decided to marry Berk. He tries to prevent this marriage.,tt1831164
Leyla and Mecnun,5,1,Ama Evlisin,"Dec 31, 2021",7.5,69,"After Leyla got married, Mecnun gets married, too. The neighborhood folk wants to find out a thing or two about Mecnun's marriage.",tt1831164
Leyla and Mecnun,5,2,Hayat Agaci,"Jan 7, 2022",8.7,58,Leyla and Mecnun experience a confrontation and they take a decision. Yavuz has a task that concerns the entire neighborhood.,tt1831164
Leyla and Mecnun,5,3,Ne Sen Leylasin Ne De Ben Mecnun,"Jan 14, 2022",8.8,61,"Know what this is about?
 Be the first one to add a plot.",tt1831164
Leyla and Mecnun,5,4,Episode #5.4,"Jan 21, 2022",8.4,42,"Know what this is about?
 Be the first one to add a plot.",tt1831164
Leyla and Mecnun,5,5,Episode #5.5,"Jan 28, 2022",9.1,23,"Know what this is about?
 Be the first one to add a plot.",tt1831164
